exp_name,task_type,model,dataset,metric,selection,config_signature,audit_status,raw_row_count,seed_count,seeds,values,mean,sample_sd,population_sd,min,max,identical_duplicate_rows,conflicting_seed_count,notes
transformer_wikitext_swiglu,language_model,SwiGLUTransformer,wikitext,best_val_ppl,best_over_recorded_epochs,3935d2229544591ceb6a328d30b394dec758d9cff82da0281ae9064f8934b1cc,reportable,5,5,42;43;44;45;46,92.3048404616;91.5117938466;93.046160489;94.9353668595;93.1046520901,92.9805627494,1.27031915643,1.13620799476,91.5117938466,94.9353668595,0,0,
transformer_wikitext_swiglu,language_model,SwiGLUTransformer,wikitext,final_val_ppl,final_recorded_epoch,3935d2229544591ceb6a328d30b394dec758d9cff82da0281ae9064f8934b1cc,reportable,5,5,42;43;44;45;46,92.3048404616;91.5117938466;93.046160489;94.9353668595;93.1046520901,92.9805627494,1.27031915643,1.13620799476,91.5117938466,94.9353668595,0,0,
transformer_wikitext_swiglu_d192,language_model,SwiGLUTransformer,wikitext,best_val_ppl,best_over_recorded_epochs,03bb1c2557d19d5ff9ff88bb40a55e5c002d86db0a98994d2f71de10a375e100,reportable,5,5,42;43;44;45;46,86.1300364176;84.9902249784;85.1195460289;85.5944042798;85.3138618555,85.429614712,0.452866099771,0.405055753517,84.9902249784,86.1300364176,0,0,
transformer_wikitext_swiglu_d192,language_model,SwiGLUTransformer,wikitext,final_val_ppl,final_recorded_epoch,03bb1c2557d19d5ff9ff88bb40a55e5c002d86db0a98994d2f71de10a375e100,reportable,5,5,42;43;44;45;46,86.1300364176;84.9902249784;85.1195460289;85.5944042798;85.3138618555,85.429614712,0.452866099771,0.405055753517,84.9902249784,86.1300364176,0,0,
transformer_wikitext_swiglu_large,language_model,SwiGLUTransformer,wikitext,best_val_ppl,best_over_recorded_epochs,8e17e7e0221382540c5ccf78d734d39b6a009f9416ceaa1e89ee059a6abfd5de,reportable,5,5,42;43;44;45;46,81.3924772601;83.0095033264;81.9501436828;81.3619932718;80.1063961526,81.5641027387,1.05278470048,0.941639262374,80.1063961526,83.0095033264,0,0,
transformer_wikitext_swiglu_large,language_model,SwiGLUTransformer,wikitext,final_val_ppl,final_recorded_epoch,8e17e7e0221382540c5ccf78d734d39b6a009f9416ceaa1e89ee059a6abfd5de,reportable,5,5,42;43;44;45;46,81.3924772601;83.0095033264;81.9501436828;81.3619932718;80.1063961526,81.5641027387,1.05278470048,0.941639262374,80.1063961526,83.0095033264,0,0,
transformer_wikitext_swiglu_small,language_model,SwiGLUTransformer,wikitext,best_val_ppl,best_over_recorded_epochs,38bad9d484fc5c8b5ad50286755d2f4c47f2cbaefebb32e9d9bc483fcf273102,reportable,5,5,42;43;44;45;46,111.710100502;111.803810987;112.929014095;112.741148389;112.355950601,112.308004915,0.544808604896,0.487291630109,111.710100502,112.929014095,0,0,
transformer_wikitext_swiglu_small,language_model,SwiGLUTransformer,wikitext,final_val_ppl,final_recorded_epoch,38bad9d484fc5c8b5ad50286755d2f4c47f2cbaefebb32e9d9bc483fcf273102,reportable,5,5,42;43;44;45;46,111.710100502;111.803810987;112.929014095;112.741148389;112.355950601,112.308004915,0.544808604896,0.487291630109,111.710100502,112.929014095,0,0,
vit_cifar_2arg,mixer,InnerNetViT,,best_val_accuracy,best_over_recorded_epochs,36c538eaac7c1a0469372132165ed9105b933f47c783ebb80b02f06200775b87,reportable,5,5,42;43;44;45;46,0.7896;0.7893;0.7652;0.7808;0.7899,0.78296,0.0106363997668,0.00951348516581,0.7652,0.7899,0,0,
vit_cifar_2arg,mixer,InnerNetViT,,final_val_accuracy,final_recorded_epoch,36c538eaac7c1a0469372132165ed9105b933f47c783ebb80b02f06200775b87,reportable,5,5,42;43;44;45;46,0.7872;0.788;0.7635;0.7807;0.7895,0.78178,0.0107585779729,0.0096227646755,0.7635,0.7895,0,0,
vit_cifar_2arg_tuned,mixer,InnerNetViT,,best_val_accuracy,best_over_recorded_epochs,7f2332993e5052c596954247cd5d53d8e0478a07b2e3c2f8fc4d6f2d56e1befb,reportable,5,5,42;43;44;45;46,0.8046;0.8074;0.809;0.8092;0.8033,0.8067,0.00264575131106,0.00236643191324,0.8033,0.8092,0,0,
vit_cifar_2arg_tuned,mixer,InnerNetViT,,final_val_accuracy,final_recorded_epoch,7f2332993e5052c596954247cd5d53d8e0478a07b2e3c2f8fc4d6f2d56e1befb,reportable,5,5,42;43;44;45;46,0.8002;0.8042;0.8074;0.8027;0.8005,0.803,0.00295719461652,0.0026449952741,0.8002,0.8074,0,0,
vit_cifar_gelu,mixer,StandardViT,,best_val_accuracy,best_over_recorded_epochs,d7faa5758f9d2306d6a84ed26e28b117ed2f1146323440778858bba2974cde68,reportable,5,5,42;43;44;45;46,0.8002;0.7953;0.7963;0.7921;0.7952,0.79582,0.00291152880803,0.00260415053328,0.7921,0.8002,0,0,
vit_cifar_gelu,mixer,StandardViT,,final_val_accuracy,final_recorded_epoch,d7faa5758f9d2306d6a84ed26e28b117ed2f1146323440778858bba2974cde68,reportable,5,5,42;43;44;45;46,0.798;0.7942;0.795;0.7909;0.7949,0.7946,0.00253278502838,0.00226539179834,0.7909,0.798,0,0,
vit_cifar_gelu_tuned,mixer,StandardViT,,best_val_accuracy,best_over_recorded_epochs,470ac3e95215ce7420e299db18c0bde4b34f23ea60fd113563dc64b6bb11f184,reportable,5,5,42;43;44;45;46,0.812;0.817;0.8137;0.8103;0.8123,0.81306,0.00251256840703,0.00224730950249,0.8103,0.817,0,0,
vit_cifar_gelu_tuned,mixer,StandardViT,,final_val_accuracy,final_recorded_epoch,470ac3e95215ce7420e299db18c0bde4b34f23ea60fd113563dc64b6bb11f184,reportable,5,5,42;43;44;45;46,0.8087;0.815;0.8101;0.8073;0.812,0.81062,0.00300283199663,0.00268581458779,0.8073,0.815,0,0,
vit_cifar_swiglu,mixer,SwiGLUViT,,best_val_accuracy,best_over_recorded_epochs,e8aa6bbf3c4761bf82de00b67f6556e74271e7f8536f596fad18e628221c91d0,reportable,5,5,42;43;44;45;46,0.8204;0.8172;0.8119;0.8157;0.816,0.81624,0.0030582674834,0.0027353975945,0.8119,0.8204,0,0,
vit_cifar_swiglu,mixer,SwiGLUViT,,final_val_accuracy,final_recorded_epoch,e8aa6bbf3c4761bf82de00b67f6556e74271e7f8536f596fad18e628221c91d0,reportable,5,5,42;43;44;45;46,0.82;0.8159;0.8108;0.8155;0.815,0.81544,0.00326848588799,0.00292342265162,0.8108,0.82,0,0,
